movieId,weight_rating,title,genres
3052,3.4440649059679243,Dogma (1999),Adventure|Comedy|Fantasy
3082,3.025118570454606,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
3087,3.3004789467461846,Scrooged (1988),Comedy|Fantasy|Romance
3107,3.1956001927309208,Backdraft (1991),Action|Drama
3113,2.6665633476040185,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
3114,3.63034526982359,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
3146,2.6567322814273817,Deuce Bigalow: Male Gigolo (1999),Comedy
3156,2.9799844648862766,Bicentennial Man (1999),Drama|Romance|Sci-Fi
3173,3.0364024261597953,Any Given Sunday (1999),Drama
3208,2.8121545406498334,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy
3247,2.898991015437541,Sister Act (1992),Comedy|Crime
3248,2.578104693780351,Sister Act 2: Back in the Habit (1993),Comedy
3249,2.9937159429503373,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
3250,3.2279032909366423,Alive (1993),Drama
3252,3.4899730947444993,Scent of a Woman (1992),Drama
3253,3.336941616137063,Wayne's World (1992),Comedy
3254,2.885418155781524,Wayne's World 2 (1993),Comedy
3255,3.3565998451546246,"League of Their Own, A (1992)",Comedy|Drama
3256,3.351800691703482,Patriot Games (1992),Action|Crime|Drama|Thriller
3263,3.058809063998068,White Men Can't Jump (1992),Comedy|Drama
3264,2.940213953133118,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
3268,2.297782255782801,Stop! Or My Mom Will Shoot (1992),Action|Comedy
3275,3.5065652071177125,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
3298,3.275866856185072,Boiler Room (2000),Crime|Drama|Thriller
3300,3.2981333621956237,Pitch Black (2000),Horror|Sci-Fi|Thriller
3301,3.1744846085061775,"Whole Nine Yards, The (2000)",Comedy|Crime
3316,2.728873322806159,Reindeer Games (2000),Action|Thriller
3354,2.6704493233917295,Mission to Mars (2000),Sci-Fi
3388,2.8054902959392756,Harry and the Hendersons (1987),Children|Comedy
3448,3.4751362465997606,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3452,2.883121983312396,Romeo Must Die (2000),Action|Crime|Romance|Thriller
3479,3.284614581012837,Ladyhawke (1985),Adventure|Fantasy|Romance
3481,3.6253265950395797,High Fidelity (2000),Comedy|Drama|Romance
3489,3.063726298528918,Hook (1991),Adventure|Comedy|Fantasy
3513,3.0749105537063794,Rules of Engagement (2000),Drama|Thriller
3527,3.4857114060904766,Predator (1987),Action|Sci-Fi|Thriller
3552,3.445672314789967,Caddyshack (1980),Comedy
3555,3.1309289680889956,U-571 (2000),Action|Thriller|War
3578,3.706430885427367,Gladiator (2000),Action|Adventure|Drama
3593,1.9595478584481794,Battlefield Earth (2000),Action|Sci-Fi
3608,3.254808382519675,Pee-wee's Big Adventure (1985),Adventure|Comedy
3617,2.949210532994677,Road Trip (2000),Comedy
3623,2.858232255473964,Mission: Impossible II (2000),Action|Adventure|Thriller
3635,3.2957468716384413,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
3638,3.000479282681588,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
3639,3.24274272844688,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
3697,2.8442200021483464,Predator 2 (1990),Action|Sci-Fi|Thriller
3698,3.1072095084021614,"Running Man, The (1987)",Action|Sci-Fi
3702,3.3669794712349908,Mad Max (1979),Action|Adventure|Sci-Fi
3703,3.517736059919213,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
3704,3.0149788827857056,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
3717,2.9192699794188286,Gone in 60 Seconds (2000),Action|Crime
3740,3.320418925947686,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
3745,3.1234019293783213,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
3751,3.3629455930133982,Chicken Run (2000),Animation|Children|Comedy
3753,3.211186396875876,"Patriot, The (2000)",Action|Drama|War
3755,2.9865264441656794,"Perfect Storm, The (2000)",Drama|Thriller
3763,3.241931908464088,F/X (1986),Action|Crime|Thriller
3793,3.4480077195844654,X-Men (2000),Action|Adventure|Sci-Fi
3809,3.2406018245563004,What About Bob? (1991),Comedy
3825,2.6575930507466525,Coyote Ugly (2000),Comedy|Drama|Romance
3826,2.572378674362998,Hollow Man (2000),Horror|Sci-Fi|Thriller
3827,3.0189612306336033,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
3841,2.8289711107175974,Air America (1990),Action|Comedy
3868,3.4218740452737046,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
3869,3.0537464038992352,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
3916,3.4446108750578377,Remember the Titans (2000),Drama
3948,3.213325926021896,Meet the Parents (2000),Comedy
3952,3.329085539339621,"Contender, The (2000)",Drama|Thriller
3977,2.7052403163550993,Charlie's Angels (2000),Action|Comedy
3980,3.2884128188397117,Men of Honor (2000),Drama
3981,2.7613180626490372,Red Planet (2000),Action|Sci-Fi|Thriller
3984,3.262048506272054,Diamonds Are Forever (1971),Action|Adventure|Thriller
3994,3.411715795047136,Unbreakable (2000),Drama|Sci-Fi
3996,3.7224811685432426,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
3997,2.423369036741663,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy
4005,3.0929893713356007,"Living Daylights, The (1987)",Action|Adventure|Thriller
4011,3.755792345250287,Snatch (2000),Comedy|Crime|Thriller
4015,2.564490138701355,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
4018,2.950125713693021,What Women Want (2000),Comedy|Romance
4019,3.3952213140885545,Finding Forrester (2000),Drama
4022,3.48292750103581,Cast Away (2000),Drama
4025,2.8798913973796414,Miss Congeniality (2000),Comedy|Crime
4034,3.6346731828936414,Traffic (2000),Crime|Drama|Thriller
4052,2.9484254174177433,Antitrust (2001),Crime|Drama|Thriller
4084,3.0019926464532602,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
4085,3.432446902224647,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
4121,3.164760320816022,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
4148,3.0439523315726253,Hannibal (2001),Horror|Thriller
4167,2.929561373592617,15 Minutes (2001),Thriller
4214,3.096039988972934,Revenge of the Nerds (1984),Comedy
4223,3.4534328933566694,Enemy at the Gates (2001),Drama|War
4226,4.010093373106669,Memento (2000),Mystery|Thriller
4232,2.769540031113885,Spy Kids (2001),Action|Adventure|Children|Comedy
4238,3.050687742539151,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
4239,3.424771293220059,Blow (2001),Crime|Drama
4246,3.216010125381476,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4262,3.660109426216346,Scarface (1983),Action|Crime|Drama
4270,2.8653458385852986,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
4306,3.630097104099653,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
4308,3.345883114329833,Moulin Rouge (2001),Drama|Musical|Romance
4321,3.218587257963967,City Slickers (1991),Comedy|Western
4343,2.8345943860664686,Evolution (2001),Comedy|Sci-Fi
4344,2.916463366380264,Swordfish (2001),Action|Crime|Drama
4351,3.1869849396654963,Point Break (1991),Action|Crime|Thriller
4367,2.7280857815486295,Lara Croft: Tomb Raider (2001),Action|Adventure
4396,2.9003718991196195,"Cannonball Run, The (1981)",Action|Comedy
4446,3.0002934781143606,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
4448,3.265302701913366,"Score, The (2001)",Action|Drama
4487,2.808789399722982,Cocktail (1988),Drama|Romance
4544,2.6776582408668768,Short Circuit 2 (1988),Comedy|Sci-Fi
4545,3.049810934635308,Short Circuit (1986),Comedy|Sci-Fi
4571,3.285420674959785,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
4621,2.719949823635504,Look Who's Talking (1989),Comedy|Romance
4638,2.6911156522328104,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller
4643,2.700921011596063,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
4678,3.1914594263929272,UHF (1989),Comedy
4679,3.1642527485985372,Uncle Buck (1989),Comedy
4701,2.993439073941494,Rush Hour 2 (2001),Action|Comedy
4718,2.795076366638212,American Pie 2 (2001),Comedy
4734,3.135638900749267,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4776,3.502744359377061,Training Day (2001),Crime|Drama|Thriller
4844,3.1439688161833788,Bandits (2001),Comedy|Crime|Romance
4874,3.2865204181263543,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4878,3.7480173826635848,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4886,3.689026583934768,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4889,3.1980587536253355,Heist (2001),Crime|Drama
4890,2.8236407895266646,Shallow Hal (2001),Comedy|Fantasy|Romance
4896,3.4317076853504496,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4901,3.360370308194069,Spy Game (2001),Action|Crime|Drama|Thriller
4958,3.0401193915520377,Behind Enemy Lines (2001),Action|Drama|War
4963,3.5879766088757443,Ocean's Eleven (2001),Crime|Thriller
4975,3.216602858630174,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
4979,3.5345808084081267,"Royal Tenenbaums, The (2001)",Comedy|Drama
4980,2.9337276648143513,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi
4992,2.986886693281406,Kate & Leopold (2001),Comedy|Romance
4993,3.982436779045467,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
4995,3.6796286459399266,"Beautiful Mind, A (2001)",Drama|Romance
5010,3.4780158766240468,Black Hawk Down (2001),Action|Drama|War
5049,3.311489012113753,48 Hrs. (1982),Action|Comedy|Crime|Drama
5064,3.459633826096,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
5110,3.228357991777118,Super Troopers (2001),Comedy|Crime|Mystery
5152,3.3085549687485543,We Were Soldiers (2002),Action|Drama|War
5218,3.3446317467991857,Ice Age (2002),Adventure|Animation|Children|Comedy
5219,3.001087078317539,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
5254,3.0162651537493046,Blade II (2002),Action|Horror|Thriller
5283,2.9728236104501655,National Lampoon's Van Wilder (2002),Comedy
5299,3.198125773948898,My Big Fat Greek Wedding (2002),Comedy|Romance
5349,3.404779300989185,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
5378,2.9471252115948356,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
5388,3.3349685865494063,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
5400,3.060509170917073,"Sum of All Fears, The (2002)",Drama|Thriller
5418,3.658387382252724,"Bourne Identity, The (2002)",Action|Mystery|Thriller
5445,3.5505075018867918,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
5459,2.8443080085759096,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
5463,2.949473040062287,Reign of Fire (2002),Action|Adventure|Fantasy
5464,3.5068268805827834,Road to Perdition (2002),Crime|Drama
5481,2.8519243791916593,Austin Powers in Goldmember (2002),Comedy
5502,3.171874288709891,Signs (2002),Horror|Sci-Fi|Thriller
5504,2.6563107562447,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children
5507,2.741357361398716,xXx (2002),Action|Crime|Thriller
5541,3.1091582993490143,Hot Shots! (1991),Action|Comedy|Romance|War
5679,3.2661147629003904,"Ring, The (2002)",Horror|Mystery|Thriller
5782,3.5578828965442835,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
5816,3.3900825784629807,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
5872,2.955893341187797,Die Another Day (2002),Action|Adventure|Thriller
5876,3.3669703379767935,"Quiet American, The (2002)",Drama|Thriller|War
5882,3.1667364678272336,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX
5903,3.4338394264150933,Equilibrium (2002),Action|Sci-Fi|Thriller
5944,2.9767249610532325,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller
5945,3.3185418625178844,About Schmidt (2002),Comedy|Drama
5952,3.9341190921352722,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
5954,3.5331577528177993,25th Hour (2002),Crime|Drama
5956,3.385608912514837,Gangs of New York (2002),Crime|Drama
5959,3.249207539970625,Narc (2002),Crime|Drama|Thriller
5989,3.686505466457322,Catch Me If You Can (2002),Crime|Drama
6003,3.3445003809284124,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller
6016,3.90003129166579,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
6059,3.1585424925983596,"Recruit, The (2003)",Action|Thriller
6104,3.4482477683540402,Monty Python Live at the Hollywood Bowl (1982),Comedy
6188,3.2956499417017957,Old School (2003),Comedy
6213,3.0479868556114584,Tears of the Sun (2003),Action|Drama|Thriller
6264,2.695678911547043,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller
6281,3.203748719713331,Phone Booth (2002),Drama|Thriller
6283,3.405019245199237,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller
6294,2.8164819694579277,Bulletproof Monk (2003),Action|Adventure|Sci-Fi
6333,3.468073375284012,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
6365,3.162369711658617,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
6373,3.060132064176711,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
6377,3.700094280998589,Finding Nemo (2003),Adventure|Animation|Children|Comedy
6378,3.2953169179962516,"Italian Job, The (2003)",Action|Crime
6383,2.584143770312638,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller
6534,2.6911078727141398,Hulk (2003),Action|Adventure|Sci-Fi
6535,2.5364437431385167,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
6537,2.983239867836307,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
6539,3.6291703047784316,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
6541,2.7367288926924758,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
6548,2.927597693839839,Bad Boys II (2003),Action|Comedy|Crime|Thriller
6550,2.7785693384141803,Johnny English (2003),Action|Comedy|Thriller
6564,2.733882238823748,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
6586,2.823480456242099,American Wedding (American Pie 3) (2003),Comedy
6595,2.8923282328094047,S.W.A.T. (2003),Action|Thriller
6659,3.243874309088921,Tremors (1990),Comedy|Horror|Sci-Fi
6708,3.43181070037661,Matchstick Men (2003),Comedy|Crime|Drama
6754,3.1433313522475803,Underworld (2003),Action|Fantasy|Horror
6764,3.147542784818756,"Rundown, The (2003)",Action|Adventure|Comedy
6807,3.5928805704697866,Monty Python's The Meaning of Life (1983),Comedy
6874,3.7070688214526357,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
6879,3.3042657102160846,Runaway Jury (2003),Drama|Thriller
6934,2.9963203276591734,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
6947,3.461046358781583,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War
6966,3.020450999109361,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller
6979,3.4395440959897656,WarGames (1983),Drama|Sci-Fi|Thriller
7004,2.8461866612879207,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller
7143,3.4404297297319455,"Last Samurai, The (2003)",Action|Adventure|Drama|War
7147,3.595877449461045,Big Fish (2003),Drama|Fantasy|Romance
7153,3.954708365798765,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
7346,3.088824102716845,"Girl Next Door, The (2004)",Comedy|Romance
7361,3.8919694829485585,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
7373,3.2200704603945303,Hellboy (2004),Action|Adventure|Fantasy|Horror
7438,3.664455033566119,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
7444,2.9417245726499486,13 Going on 30 (2004),Comedy|Fantasy|Romance
7454,2.741370021513855,Van Helsing (2004),Action|Adventure|Fantasy|Horror
7458,3.1206051357683298,Troy (2004),Action|Adventure|Drama|War
7569,3.2904548264150932,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller
8132,3.3274682754553444,Gladiator (1992),Action|Drama
8360,3.3459329321039464,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
8361,2.89594751181594,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller
8371,3.105062529190268,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller
8376,3.21453032162415,Napoleon Dynamite (2004),Comedy
8464,3.409329272823726,Super Size Me (2004),Comedy|Documentary|Drama
8528,3.1187785286924523,Dodgeball: A True Underdog Story (2004),Comedy
8622,3.36996060395666,Fahrenheit 9/11 (2004),Documentary
8633,3.1895769384528094,"Last Starfighter, The (1984)",Action|Adventure|Comedy|Sci-Fi
8636,3.392072885317476,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
8641,3.233616224918616,Anchorman: The Legend of Ron Burgundy (2004),Comedy
8644,3.2441226285724665,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
8665,3.5587069052041658,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
8781,3.186002619876292,"Manchurian Candidate, The (2004)",Thriller
8798,3.513496253177765,Collateral (2004),Action|Crime|Drama|Thriller
8807,3.2131590704716446,Harold and Kumar Go to White Castle (2004),Adventure|Comedy
8810,2.635693983169744,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller
8861,2.8729833131450864,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller
8874,3.6856604236854347,Shaun of the Dead (2004),Comedy|Horror
8914,3.447142432160854,Primer (2004),Drama|Sci-Fi
8961,3.7238262226005365,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
8972,3.1663199192001543,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller
8985,2.856828818067856,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller
27773,3.733703292351157,Old Boy (2003),Mystery|Thriller
31696,3.1806305868806755,Constantine (2005),Action|Fantasy|Horror|Thriller
31878,3.4475272085864885,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
32587,3.640055036747741,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
33004,3.2376243889246004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
33437,3.1847989821771847,Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller
33493,3.2451150117971537,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
33646,2.9443174004862263,"Longest Yard, The (2005)",Comedy|Drama
33679,3.0831925681914902,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
33794,3.753612408771418,Batman Begins (2005),Action|Crime|IMAX
33834,3.0667953006752304,Land of the Dead (2005),Action|Horror|Thriller
34162,3.2311604648803414,Wedding Crashers (2005),Comedy|Romance
34319,3.1790261990893782,"Island, The (2005)",Action|Sci-Fi|Thriller
36529,3.4686530458048015,Lord of War (2005),Action|Crime|Drama|Thriller|War
37380,2.6170022037880205,Doom (2005),Action|Horror|Sci-Fi
37733,3.464582174312297,"History of Violence, A (2005)",Action|Crime|Drama|Thriller
38061,3.576440135172959,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
39231,2.9933895118419436,Elizabethtown (2005),Comedy|Drama|Romance
39435,2.9350754011173574,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western
40278,3.283613555453056,Jarhead (2005),Action|Drama|War
42738,3.0571259132075457,Underworld: Evolution (2006),Action|Fantasy|Horror
43679,2.7986955823765323,Final Destination 3 (2006),Horror|Mystery|Thriller
43936,3.113473234338791,16 Blocks (2006),Crime|Thriller
44191,3.6558928844465863,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
44199,3.5668492731099977,Inside Man (2006),Crime|Drama|Thriller
48774,3.6679844496260827,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
51662,3.37168162114802,300 (2007),Action|Fantasy|War|IMAX
51935,3.252166364846278,Shooter (2007),Action|Drama|Thriller
53000,3.2038738168249634,28 Weeks Later (2007),Horror|Sci-Fi|Thriller
53972,3.221522150414514,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller
53996,2.9795767785373455,Transformers (2007),Action|Sci-Fi|Thriller|IMAX
54286,3.617361661425037,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
55765,3.4787005565744873,American Gangster (2007),Crime|Drama|Thriller
56367,3.5647416295421377,Juno (2007),Comedy|Drama|Romance
17,3.55145116012236,Sense and Sensibility (1995),Drama|Romance
21,3.361852734569623,Get Shorty (1995),Comedy|Crime|Thriller
29,3.5981370328326627,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
48,2.837945452204038,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
60,2.9233702126089978,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
88,2.9098548367169794,Black Sheep (1996),Comedy
111,3.877102505683609,Taxi Driver (1976),Crime|Drama|Thriller
135,2.8044904109157907,Down Periscope (1996),Comedy
168,2.7980789627096354,First Knight (1995),Action|Drama|Romance
196,2.709890823246605,Species (1995),Horror|Sci-Fi
208,2.69655378704687,Waterworld (1995),Action|Adventure|Sci-Fi
239,2.9512513747574562,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
266,3.235953685151842,Legends of the Fall (1994),Drama|Romance|War|Western
276,2.7636210674029114,Milk Money (1994),Comedy|Romance
307,3.5690205474122507,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
308,3.465722634721039,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
337,3.563881686267533,What's Eating Gilbert Grape (1993),Drama
355,2.3505172990723024,"Flintstones, The (1994)",Children|Comedy|Fantasy
374,2.438748754816722,Richie Rich (1994),Children|Comedy
431,3.5091706788723824,Carlito's Way (1993),Crime|Drama
448,3.275283749033308,Fearless (1993),Drama
502,2.414053177608441,"Next Karate Kid, The (1994)",Action|Children|Romance
531,3.2639269445803287,"Secret Garden, The (1993)",Children|Drama
551,3.625042249598404,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
553,3.5125318982161775,Tombstone (1993),Action|Drama|Western
594,3.44195553331926,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
596,3.3924294690980994,Pinocchio (1940),Animation|Children|Fantasy|Musical
616,3.1501684814052386,"Aristocats, The (1970)",Animation|Children
661,3.1705348847286525,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
719,2.8153499349120596,Multiplicity (1996),Comedy
720,3.708994043648528,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
745,3.7440679898680767,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
750,3.98783590311161,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
783,3.033627926269955,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
802,3.0902002289622414,Phenomenon (1996),Drama|Romance
837,3.1663250111480146,Matilda (1996),Children|Comedy|Fantasy
912,4.012870264180428,Casablanca (1942),Drama|Romance
923,3.904556873056406,Citizen Kane (1941),Drama|Mystery
1022,3.358310398163345,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
1023,3.3834269271866146,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
1025,3.357751016688087,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
1027,3.1314322515659123,Robin Hood: Prince of Thieves (1991),Adventure|Drama
1028,3.525769978799922,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
1029,3.3603366301333217,Dumbo (1941),Animation|Children|Drama|Musical
1030,2.997702580807883,Pete's Dragon (1977),Adventure|Animation|Children|Musical
1032,3.430092198144661,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
1033,3.2306457313437615,"Fox and the Hound, The (1981)",Animation|Children|Drama
1035,3.527341489677087,"Sound of Music, The (1965)",Musical|Romance
1073,3.6096164332794243,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1078,3.371930845224128,Bananas (1971),Comedy|War
1093,3.1975164052513882,"Doors, The (1991)",Drama
1097,3.602201331572494,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
1103,3.5408095499444356,Rebel Without a Cause (1955),Drama
1148,3.799635392196583,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
1193,4.0208842729732055,One Flew Over the Cuckoo's Nest (1975),Drama
1199,3.73627426857053,Brazil (1985),Fantasy|Sci-Fi
1201,3.916450896831102,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
1206,3.8096033985954296,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1209,3.7528036561010243,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
1211,3.51135545293997,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
1213,4.003296698126301,Goodfellas (1990),Crime|Drama
1219,3.9019670445030394,Psycho (1960),Crime|Horror
1221,4.074821476881255,"Godfather: Part II, The (1974)",Crime|Drama
1230,3.762567825640577,Annie Hall (1977),Comedy|Romance
1232,3.4411014260772776,Stalker (1979),Drama|Mystery|Sci-Fi
1246,3.6713171641673235,Dead Poets Society (1989),Drama
1247,3.780044738613203,"Graduate, The (1967)",Comedy|Drama|Romance
1252,3.909748264288164,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1258,3.8571008923296497,"Shining, The (1980)",Horror
1263,3.733478762526979,"Deer Hunter, The (1978)",Drama|War
1266,3.829711852829563,Unforgiven (1992),Drama|Western
1267,3.7864404288322007,"Manchurian Candidate, The (1962)",Crime|Thriller|War
1276,3.8066071430795434,Cool Hand Luke (1967),Drama
1278,3.7556129023640996,Young Frankenstein (1974),Comedy|Fantasy
1282,3.5545378173573163,Fantasia (1940),Animation|Children|Fantasy|Musical
1287,3.5860083748120486,Ben-Hur (1959),Action|Adventure|Drama
1302,3.4944864941049696,Field of Dreams (1989),Children|Drama|Fantasy
1321,3.44114744883776,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
1333,3.57956765692816,"Birds, The (1963)",Horror|Thriller
1347,3.2664398355177333,"Nightmare on Elm Street, A (1984)",Horror|Thriller
1350,3.3908772012868633,"Omen, The (1976)",Horror|Mystery|Thriller
1367,2.78318032828005,101 Dalmatians (1996),Adventure|Children|Comedy
1380,3.1653774502365692,Grease (1978),Comedy|Musical|Romance
1381,2.2689332825165387,Grease 2 (1982),Comedy|Musical|Romance
1387,3.7264737074228504,Jaws (1975),Action|Horror
1388,2.6745126541456092,Jaws 2 (1978),Horror|Thriller
1409,2.8671616515055436,Michael (1996),Comedy|Drama|Fantasy|Romance
